" CFS Cám ơn anh, tình yêu của em Những lời nói yêu thương hằng ngày thì mình cũng đã nói với nhau nhiều, vài dòng này cũng chỉ là em muốn nói vài lời cảm ơn đến anh Có lẽ anh không biết là em viết cho anh đâu hì Thôi kệ, miễn sao em vẫn biết anh vẫn yêu em là được rồi Bình thường thì chả xưng anh em đâu, toàn xưng hô chửi nhau or gọi tên là cùng, thui lên đây anh em cho văn hoa với tình cảm tí há Anh biết không từ khi có anh, em cảm nhận đúng nghĩa một tình yêu là như thế nào Anh không tuyệt vời hay hoàn hảo trong mắt mọi người, nhưng đối với em anh thế là đủ Những cử chỉ yêu thương, những tình cảm anh dành cho em, em hiểu hết Em cảm giác như có anh mọi thứ đơn giản hơn nhiều, có anh em chẳng còn sợ gì nữa Em vui thì có anh vui cùng, em buồn thì cứ ngã vào lòng anh mà khóc Em là người sống tình cảm và nội tâm, chả có ai để em giãi bày cảm xúc Đôi khi em cảm thấy rất cô đơn và lạc lõng , mọi cảm xúc em cứ thích giữ cho riêng mình Và khi anh xuất hiện, mỗi ngày của em ý nghĩa hẳn ra, cuộc sống em nhiều màu sắc hơn Anh từng nói khi buồn thì có hả khóc chứ khóc 1 mình khó chịu lắm Anh cũng kì thật, khóc 1 mình anh không cho, còn khóc với anh thì anh bảo lớn rồi còn khóc Anh muốn em sống sao Yêu anh, em không có cảm giác mình bị bỏ rơi hay lạc lõng, làm việc gì anh cũng suy nghĩ cho em À đúng rồi, mình chưa khi nào giận nhau quá 0p phải không ta, toàn em giận lẫy cho anh dỗ thì nhiều Ngày trước em rất ganh tị , thấy mấy đứa kia cứ bồ cho cái này tặng cái kia, or đôi khi chỉ là ánh mắt nhìn nhau thân mật em cũng không khỏi chạnh lòng, cuộc đời em đã quá nhiều mệt mõi chắc cũng không có diễm phúc có được người yêu thương mình như thế Anh có biết là có em rất hạnh phúc khi có anh bên cạnh không Em rất trân trọng mỗi giây mỗi phút ở bên anh, em sợ nó mất đi hay theo ngày tháng nó sẽ phai màu, em muốn giữ tất cả những kỉ niệm của chúng ta và cùng nhau tạo ra nhiều kỉ niệm đẹp hơn nữa anh nhé Những gì mình hứa với nhau anh nhớ đó Quên là chết với em à Yêu anh p s Thật ra thì em muốn nói với mọi người là đông này em rất ấm vì đã có gấu đi cùng Stt cuối ngày Chúc chế bên nhau hạnh phúc Min ", 1 

" CFS 10 0 NY, 1 01 1 1 Ngày mai là Valentine nhỉ thoắt đi một cái đã năm rồi ha cũng coi như viết mấy dòng hoài niệm đi những ngày tháng ấy là năm trước, tôi đây này, một thằng nhóc đầu đinh dép lào, vì lỡ nhìn trúng cái răng khểnh của anh mà ngày nào trống giờ hoặc không trống tôi cũng lê thân sang lớp anh học lóm, để được ngồi sau lưng anh, dù là nhìn cái bóng của anh thôi cũng đủ vui rồi anh biết chứ, nhưng anh không ghét tôi để rồi Ngày lễ Tình nhân năm đó, tôi được trở thành tội nhân thiên cổ khi đã lôi kéo anh vào cái thế giới khắc nghiệt mà đáng lẽ ra anh là người không thuộc về tôi không thể nào ngờ được điều đó Ban đầu tôi nghĩ là anh đùa tôi, hay đương lúc anh tròng trành giữa dòng nước và tôi chỉ là một khúc gỗ tạm bợ trôi ngang trước mặt cho anh bám vô chờ ca nô tới rước em xin lỗi anh, hồi đó em nghĩ vậy thiệt T T Nhưng không, anh đã thương tôi không điều kiện, bằng những gì trái tim anh còn sót lại sau khi bị con bánh bèo tùng xẻo hết chắc cũng vì thế mà anh và tôi đã cùng nhau bước tới ngưỡng năm này Anh ngủ chung một giường với tôi được nửa năm, rồi tôi đi New York, bố mẹ bảo anh theo nhưng tôi biết anh không thể, anh là con một chắc đọc tới đây có mấy thým trù tụi tui chia tay phải hông, thế mà còn đến giờ mới hay đấy yêu xa Mấy năm nay yêu xa nên cũng lắm khi tôi sợ anh phát điên, thành ra lâu lâu cũng khuyến khích đi bia ôm, massage này kia đương nhiên tôi có thuê người giám sát, đâu có ngu Dễ cũng năm nữa tôi mới rước anh đi được, tôi mua nhà nhé, mua xe nhé, rồi hay đứa xin vào làm ở sở môi trường khu Manhattan nhé Sáng nào đó lỡ mà nghe trúng cô Thanh Lan ca cẩm cái bài gì Trả lại em yêu, khung trời đại học những ngày Thủ Đô, tưng bừng phố xá Chủ nhật uyên ương, hẹn hò đây đó là tôi muốn bỏ hết cmn mà đi về Saigon với anh ngay, nhưng vì chuyện quốc gia đại sự hạnh phúc trăm năm tôi không thể bỏ được T T P s Cho anh nhá, em đang cố gắng ở đây, vì tương lai đứa, cái thẻ xanh em đổi một lần nữa là ba má cho tiền làm đám cưới mời con rể sang nhá, sống sung sướng cho mấy đứa ở vòng vòng trong xóm nhà mình nó thôi khinh đứa, cho nó lác mắt, dám bảo ông là là à mà thôi, nói nhiều quá thành ra nhảm, bao nhiêu được rồi Chúc mấy thým có người yêu ngày Tình nhân vui vẻ, ai FA ráng kiếm người tỏ tình đi, biết đâu cuộc tình viên mãn, thiếu gì, đừng bắt chước đứa tôi, thương nhau mà phải vất vả, xa cách chẳng sướng gì đâu, hihi , 1 

"Điểm danh rồi đi ngủ nào bà con ơi v Không liên quan nhưng có em nào k1 đang onl không vào làm quen mấy anh chị nào", 0 

" CFS 1 Gửi Ad tâm thư tìm người chưa thân, đăng ngay không nó nguội Gần 11h trưa Khoảnh khắc bất chợt anh gặp một cô gái ở sân trường cơ sở NVC Anh ngồi đối diện và đã nhìn em rất lâu khoảng s gì đấy Trong đầu anh bấy giờ là bao cảm xúc hỗn độn về em, về một cô gái giản dị với mái tóc dài đã úa màu thuốc nhuộm, gió thỉnh thoảng thổi làm bay bay vài lọn tóc quăn nhẹ nhàng tựa những sợi mì tôm cái loại trong dai ngoài dòn anh vừa ăn lúc sáng Cảm xúc ấy chớm nở từ lúc em bắt đầu lật từng trang sách, nhẹ nhàng và tinh khôi trong cái nắng trầy trật của buổi trưa cuối mùa cơ bản thì em toàn lật linh tinh cho vui chứ có đọc cái vẹo gì đâu Cũng vì thứ cảm xúc tu ấy, a hướng máy về phía em như một quán tính mãnh liệt và bấm, bấm vì một dáng hình khiến anh bối rối Rồi đang lật an lành như thế, e bất chợt gập sách lại, đứng dậy không phủi mông và bước đi dứt khoát như thể không còn biết đến có những ánh nhìn trìu mến vẫn đang thỉnh thoảng hướng về em như một thói quen Em đi mất hút sau những gốc me cổ thụ của sân trường, những gốc me già in dấu kỉ niệm rất mùi của con chó vàng bác bảo vệ vẫn thả ra mỗi chiều tan lớp Nhìn ảnh em nhưng anh bất lực, em đi rồi và đó cũng là lúc anh biết mình đã sai khi không đến nói với em điều đấy Vậy em là ai giữa thế giới tròn rộng lớn này thì hãy lên tiếng mess cho bạn ad ấy vì biết đâu 1 cơ duyên nào đấy hay vì sao nào đưa em tới hoặc vì một lý do nào đấy mà e quay trở lại trái đất thì hãy tìm anh, để anh được hỏi em cái điều quan trọng mà anh từng bỏ lỡ Em làm thế nào mà có thể ngồi xoắn quẩy được như thế anh và thằng bạn thi nhau thử nhưng đã bỏ cuộc Mọi người ai biết em thì giúp nhé Ps Hãy tìm anh, vì biết đâu trong một phút giây nào đấy ta đã thuộc về nhau Người viết ĐC K10 ảnh Full HD không che của nhân vật được đính kèm ", 1 

" CFS 10 1 các bác cho em hỏi, thích người ta rồi giờ phải làm sao cho người ta thích mình đây Thật sự thì ngồi đối diện với người từ chối mik trong im lặng thật là điều kinh khủng Muốn nói lắm nhưng sợ mở lời rồi thì khó mà nhìn mặt nhau được nữa Cảm thấy đau yk ", 1 

"MẤT THẺ SINH VIÊN help mình làm mất thẻ sinh viên tại trường ai nhặt được cho mình xin lại vs ,khỏi bị làm lại, Khoa kĩ thuật điện tử truyền thông, mssv 1 00 Liên hệ mình qua sđt 0 0 ,để còn hậu tạ nữa ạ , 0 

" CFS 1 0 lỡ thích người đã có bồ thì tính sao đây mọi người Thích thì cứ thích, ko ai cấm, đừng là kẻ thứ là được Khuyên chân thành đấy thớt à Gió", 1 

" CFS 0 Admin ơi việc này gấp lắm nên đăng dùm mình với nha Mọi người cho mình hỏi trường mình có còn nhận hồ sơ tuyển sinh đại học không vậy Mình có đứa em nộp hồ sơ trễ nên trường cấp không nhận nữa, mình muốn hỏi là bây giờ nộp trực tiếp hồ sơ vào trường có được ko và nếu được thì điều kiện là gì và nộp ở đâu, mọi người giúp mình với nha, đứa em mình ở nhà giờ nó lo lắng nhiều lắm yk ", 0 

" CFS 1 Mọi người cho tôi xin lời khuyên với, tôi và cô ấy quen nhau cũng gần tháng, ở bên cô ấy tôi thấy rất vui rất hạnh phúc, tôi muốn che chở bảo vệ cô ấy nhưng mỗi lần tôi quan tâm dù là nhỏ nhất đi nữa cô ấy cứ tránh né, đi chơi tay thì cứ để trong túi, cô ấy làm cho tôi có cảm giác là cô ấy không yêu tôi, tôi không muốn ép cô ấy đi với 1 người mà cô ấy không yêu vì vậy tôi đã quyết định tạm thời đứa là bạn đi để cố ấy xác định tình cảm dành cho tôi là gì, nhưng có lẽ quyết định đó là sai lầm, làm bạn thì không thể gặp mặt nhiều không thể nt nhiều, tôi rất nhớ cô ấy, bữa thứ có gặp mặt tôi chỉ muốn nói là tôi nhớ cô ấy rất nhiều nhưng chưa nói cô ấy đã đòi về, thật sự tôi rất hối hận về quyết định của mình nó quá trẻ con bồng bột, gần 1 tuần nay tôi chỉ biết đâm đầu vào chơi game, không học hành gì cả, thấy quá chán nản P s Anh nhớ em cô bé pokemon, hay mắc , 1 

" CFS 1 gửi bạn người bảo đã gọi cho bác la thăng để phản ánh vấn đề thực phản ở làng đại học bạn cho mình hỏi sao tới giờ nghe im lìm vậy mình thích bạn dám nói, dám phản ánh, dám làm nhưng bạn ngây thơ quá rồi đó sự việc diễn ra rành rành trước mắt, thức ăn bẩn, tốc độ mạng chậm, mọi thứ rõ như ban ngày nhưng ban quản lý họ vẫn mắt nhắm mắt mở, lấp liếm mọi thứ thì dù có bác thăng cũng khó làm gì được chân thành cùng bạn , 0 

" CFS 01 Chị Bảy ơi, Anh yêu em Em đã để ý chị rất lâu Dường như chúng ta có duyên với nhau chị nhỉ Dù là ở căn tin, vườn điều, dãy F, đi đâu e cũng gặp chị Cô gái với nước da trắng, người tròn trĩn, giọng nói chậm, dễ thương Nếu chị cất giọng hát, chắc là sẽ làm nhiều người say đắm lắm Nhưng e không đủ can đảm để lại gần bắt chuyện với chị Em đúng là 1 chàng trai nhúc nhát phải k Ktx Ngày, tháng, năm Dạo này cứ hay bị ngược ngược ấy nhỉ Gấu", 1 

" CFS Tối 1 01 Hum nay lần đầu tiên trong đời đi hội thảo ở dãy nhà i do salesforce tổ chức cơ sở NVC có gặp 1 bạn mặc áo thun đen nhìn cool lắm , không biết có phải CNTT không chắc K1 , hình như tên Trung , số thứ tự trong đó là 1 thì phải Mình ko bik sao nữa nhưng cảm thấy tiếc khi ko mạnh dạn đến xin face , cho nên viết trên cfs này giải toả cảm xúc vs lại ai biết cho mình xin face nha, dù có kiếm được face bạn đoá hay không thì trc mắt đêm nay viết xog sẽ nhẹ lòng mà ngủ p s g cả nhà , 1 

" CFS Chào các bạn, mình là sinh viên khoa CNTT, chuyện là mình nghĩ trong số các bạn chắc hẵn cũng sẽ có nhiều bạn có những ý tưởng hay, nhưng lại thiếu nhân lực hoặc tài chính để thực hiện, bản thân mình cũng thế nên mình mong muốn có thể tạo nên một team có thể làm việc cùng nhau, đóng góp ý kiến cho các ý tưởng của nhau, chọn lọc và thực hiện những ý tưởng khả thi Về team thì hiện tại có mình code iOS và một bạn nữ làm sales, cả bọn mình đã đi làm ở công ty được hơn nửa năm nên cũng có kinh nghiệm trong khoảng quản lý project, nhân lực Hiện tại thì mình cần thêm một số bạn vui vẻ, năng động và đặc biệt là nghiêm túc và tâm huyết với ý tưởng của bản thân cũng như là của team, đã làm thì làm đến cùng Các vị trí mình cần là 1 bạn code iOS Swift exp tháng 1 bạn code Android exp tháng 1 bạn có kinh nghiệm trong việc thiết kế UI UX cho mobile app 1 bạn code backend Bạn nào có hứng thú vui lòng bỏ ra ít thời gian điền thông tin vào form bên dưới giúp mình, mình sẽ chủ động liên hệ lại sau Cảm ơn các bạn đã xem qua Link form https goo gl forms tes nC NkM TArQc , 0 

" CFS 1 1 Thắc mắc về học tập 1 Cho mình hỏi về quy chế đổi điểm anh văn của trường với ad Mình năm rồi bây giờ thi cái bằng TOEIC có được đổi điểm anh văn để ra trường không vì mình đang nợ AV ợ có bạn nào đã từng bảo lưu kết quả học tập chưa điều kiện để bảo lưu là gì khi bảo lưu mình có cần nộp tiền gì không và nên nộp trước tết hay sau tết cám ơn mong ad đăng giúp mình a c cho e hỏi phần thi nói av thầy cô thường hỏi j ạ e cảm ơn Ai đó có thể giúp em về một số ứng dụng của quang phổ hấp thụ phân tử k ạ Em tìm trên gg muốn lòi con mắt, mòn cả chuột lap mà vẫn k thấy đâu huhu Tks so much Min ", 0 

" CFS 0 E là thụ nha, k phải mỹ thụ nhưng cũng có gái tỏ tình r , s mà người ta nói ra nhẹ tênh v kìa còn e thích a thì nó cứ trĩu trong lòng, e chưa bao giờ nghĩ sẽ sống cùng một người con trai khác, cũng từng ở ktx mà thấy k có cảm xúc gì cả , nhưng kể từ khi gặp a và đọc gay cfs e lại mún ở bên a mỗi ngày, bởi vì khi gặp a e thấy vui, khi a nhìn e cười tự nhiên thấy ấm áp lạ, chỉ cần a nói nhớ e, e sẽ đến bên cạnh và để a ôm Gấu", 1 

" CFS 1 gửi em người con gái hay cười của tôi em còn nhớ bài hát này không https www youtube com watch v F dBhwIfos ngày đó em cứ bắt tôi hát bài này cho em nghe bằng được, thế nhưng lúc đó tôi đã kiên quyết không chịu, bây giờ nghĩ lại tôi thấy hối tiếc quá, giờ thì em đã xa tôi thật rồi tôi muốn quay lại cái thời ấy, lúc mà em cứ luôn chạy theo mè nheo tôi, nhắn tin với tôi nói đủ thứ chuyện trên đời Còn tôi thì lại quá vô tâm, lạnh nhạt với em,tôi tự trách mình tại sao lúc đó không nhận ra em dễ thương đến chừng nào, tôi biết mình đã khiến em buồn và khóc thật nhiều tôi cũng thường nghe người ta nói có không giữ, mất đừng tìm, nên tôi biết tôi mất em thật rồi, tôi thật sự xin lỗi em rất nhiều chúc em học tập thật tốt, hãy luôn giữ mãi nụ cười đó nhé em tôi cũng muốn nhắn nhủ tới các bạn nam khác đừng giống như tôi, hãy trân trọng người con gái của các bạn, kẻo sau này hối hận thì cũng đã muộn , 1 

" CFS 1 1 1 Chào các bạn sv KHTN, mình thì đi làm rồi nhưng đứa e mình năm nay thi ĐH, muốn xét tuyển nv1 vào trường KHTN nhưng mình không thấy có chỉ tiêu xét tuyển hay điều kiện xét tuyển nv1 đâu, chỉ thấy điểm của kì thi đánh giá năng lực của ĐHQG gì đấy và báo cả điểm trúng tuyển rồi nhưng kì thi đó em mình không tham gia Và mình cũng thấy đã có thông báo làm thủ tục nhập học cho sv mới rồi Vậy mình muốn hỏi là để đăng kí xét tuyển nv 1 vào trường thì làm thế nào Em mình chỉ tham gia kì thi thpt QG, không tham gia kì thi đánh giá năng lực của trường ĐHQG thì có cơ hội vào trường không cảm ơn mọi người đăng hộ mình nhé vì nhà mình khá xa, điều kiện đi lại cũng như tiếp xúc thông tin không được nhiều, cảm ơn mọi người đã đọc và chia sẻ Các anh chị cho e hỏi là ngành sinh học bên trường mình thì ra trường làm đc những j đc k ạ Có cần học văn bằng k ạ E cũng tìm hiểu rồi mà k có đc câu trả lời Mong anh chị giúp e E cám ơn trước ạ Mọi người cho mình hỏi Minh la SV năm se chuyen tu nha tro vao ktx khu A nhung nghe noi khong cho nam năm ở ma se o khu B Minh thi mun o khu A neu z thi minh o dich vu khu A dc hk hay băt buoc o khu B Neu o dich vu thi moi thang la bao nhiu Mong moi ng giup do minh", 0 

" 11 gửi bạn Khanh Khùng Khủng Khiếp,lâu rồi ms chat fb vs bạn, dc biết hiện tại ông đang độc thân sáng chói thôi khuya rồi tui đi ngủ đây, coi đá bóng vui vẻ LL jl PS Những đứa bạn thân là những đứa troll bạn nhiều nhất Và không có những đứa troll như vậy thì không là bạn thân ", 0 

" CFS 1 Học đh khoa học tự nhiên tp hcm ra mình không dám nghĩ bây giờ mình đang ở giữa rừng, cách sài gòn hơn 1000km về hướng bắc, gần giáp với Lào, công ty xây cái nhà máy giữa rừng thế này, sống chung với thiên nhiên, phận dân kỹ thuật thì phải làm ở nhà máy thôi, mấy thằng bạn học chung lớp đh cũng chịu chung số phận, có thằng làm ở bến cát bình dương cũng giữa rừng như mình , không nghĩ nỗi sống ở sài gòn phồn hoa đô thị, giờ về đây làm thấy nhớ sài gòn quá, ước gì được quay trở lại thời đi học, ra đường xá đông đúc xe cộ, giờ ở đây bùn quá Tốt không HT ", 0 

" CFS 1 Con viết những lời này thì ba mẹ củng chẳng đọc được vì ba mẹ là những người nông dân ngay cả cái điện thoại của chính mình ba mẹ còn chưa biết sử dụng thành thạo nửa là cái máy vi tính Mấy ngày con chuẩn bị đi thi đại học con biết ba mẹ lo cho con nhiều lắm Ba mẹ thích con đi quân đội nhưng con ko đã không làm được ước nguyện đó và rồi con đậu đại học Khoa hoc tự nhiên nghành hải dương lúc đầu ba mẹ không biết đó là nghề gì con thấy ba cứ đi lòng vòng hỏi han Con bắt gặp ánh mắt của ba sáng hơn bao giờ hết khi nghe thầy của ba nói tốt về nghề của con Về nhà ba vổ vai con bảo Đuợc đó mày Ba mẹ thương con nhưng ít khi bày tỏ cảm xúc Con có tính hay quên, mẹ thì lắc đầu còn ba thì bảo mày không tập tính tình lại sau này sau mà được việc hả con Con thì cứng đầu nên ít khi nghe lời mà còn phản bác nửa Ngày con lên xe đi nhập học mẹ chở con đi, ba thì ở duới ao tôm ko lên đưa con đi chắc ba sợ ko kiềm đuợc lòng, con biết thế nhưng con vẫn giận ba Lên trên này phương tiện con liên lạc về dưới là chiếc điện thoại nhìn mấy đứa bạn chung phòng dùng laptop chat với gia đình qua video con tủi lắm thấy thương ba mẹ lắm Mấy ngày đầu con điện về ba mẹ sợ con tốn tiền nên cứ cúp rồi điện lại Hôm đó con đang có chuyện bực ba gọi lên ba đăng kí điện 0p rồi mày nói chuyện thoải mái đi con nói lát con ăn cơn xong rồi ba điện Con về nhá máy ba nhưng ba ko nhấc máy sau đó ba gọi liền nhưng con bận nên nghe trể ba tuông một tràng con giận quá tắt máy Tự nhiên con thương ba quá Ba không biết nhắn tin nên ba phải đi nhờ người hàng xóm đăng kí dùm Mừng rở ba điện cho con thế mà Thấy hối hận quá con nhá cho ba nhưng mẹ bắt máy bảo sao đang nói chuyện mà cúp vậy con con luyên thuyên đủ điều biện minh cho sự vô lể của mình ngày hôm sau con đăng kí điện cho ba mẹ ba mẹ cứ hỏi thăm đủ điều rồi ba mẹ nhường máy cho nhau rồi đưa máy cho chị chị hỏi thăm rồi khoe con chị nay nói cứng rồi, chị bảo đi đâu củng phải có tỏi trong túi áo Sống những tuần đầu con tự tin rằng con sẽ không khóc vì nhớ gia đình nhưng đến tuần thứ ba thì lúc nào con củng có khát khao về quê Tối ngủ con cứ tưởng tượng mình đang ngủ ở nhà sáng dậy là gặp ba mẹ Nhiều khi mơ màng con thấy mình đạp xe trên con đường thân thuộc về quê nhà và ba mẹ mừng rở đón con nhưng tỉnh dậy thì chả có gì con thấy gối uơn ướt và con đã khóc thật nhiều khóc cho thỏa cái niềm nhớ thương gia đình Con biết còn lâu lắm con mới được về quê và con cảm thấy chán lắm Con mong thời gian trôi nhanh để con có thể về quê Con nhớ ba mẹ con nhớ gia đình Chị Hai con nhớ quê hương con trai của ba mẹ, 0 

" IT mê lập trình game vào đọc chơi Nguyễn Hà Đông người tạo ra Flappy Bird trở thành tâm điểm chú ý với phần trả lời siêu ngắn siêu cá tính Nếu như bạn trả lời ntn, thì chắc chắn bị vỡ mồm jl http kenh1 vn xa hoi nguyen ha dong tro thanh tam diem chu y voi phan tra loi sieu ngan sieu ca tinh 01 1 1 0 1 chn", 0 

" CFS 1 em là em có 1 việc muốn hỏi các anh chị bạn bè em rất muốn chụp hình 1 người con gái bất kì vậy em nên làm như thế nào ạ em chỉ muốn xin 1 bức ảnh trực tiếp của người bạn ấy thôi, vì em rất thích chụp ảnh con gái vì mỗi người con gái đều có cái nét đẹp riêng huống chi trong trường KHTN này rất nhiều bạn nữ cực kì xinh và đẹp nữa nên em mong các anh chị bạn bè nếu là trai thì cho em hỏi kinh nghiệm để có thể xin 1 bức ảnh, còn nếu là con gái thì cho em hỏi là làm sao để bắt chuyện và có thể xin 1 tấm ảnh em xin để làm kỉ niệm thôi chứ k có ém bùa ngải gì hết đó U cảm ơn các anh chị Gemini ", 0 

" CFS 1 Mình là con gái, mình muốn chia sẻ và điều Thứ nhất, mình từng thích một người, mình không dám nói ra và dần dần nó nhạt dần theo năm tháng rồi mình không còn cảm thấy rung động khi đứng gần người đó nữa Thứ hai, mình muốn nói vài điều về bản thân Nghe câu trên nó đơn giản vậy thôi chứ thực ra là cả một quá trình rắc rối, phức tạp Khiến cho mình thực sự không hiểu được bản thân, không điều khiển được cảm xúc Nhiều lần mình cảm thấy bất lực với bản thân lắm Thứ ba, có lẽ là điều quan trọng nhất, không biết có giúp ích gì cho mấy bạn nam không Đó là, mình nhận ra mình không hề thích những bạn nam luôn muốn cho người khác biết mình đang làm gì và nghĩ gì Thôi thì là con trai nên ít nói một tí, bớt kể lể một chút, giữ cho mình chút gì đó riêng riêng để người ta còn tò mò, cái gì cũng thể hiện ra hết thì chẳng còn gì là hấp dẫn nữa Đôi khi con gái không nghĩ những cái đó được gọi là chia sẻ đâu Và cuối cùng thì mình tuyên bố bỏ cuộc vì mình hi vọng sẽ tìm được người phù hợp hơn CÓ ĐÔI LÚC MÌNH CHỢT NGHĨ VÀ CHỢT TIẾC NUỐI LIỆU KHI MÌNH KIẾM ĐƯỢC NGƯỜI YÊU THÌ LÚC ĐÓ CÓ PHẢI LÀ LÚC MÌNH CŨNG ĐÃ BƯỚC QUA CÁI THỜI XUÂN SẮC, TƯƠI ĐẸP NHẤT CỦA ĐỜI NGƯỜI RỒI KHÔNG Một FA chân chính jl PS Đây là một số lời khuyên của ad dành cho chủ cfs Không phải CON GÁI đều nghĩ giống bạn, nhiều người cần một nguời CON TRAI mà bạn cho rằng con gái không thích Đừng bi quan, nếu họ dành tình cảm cho bạn thì họ sẽ cảm giác bạn yêu họ ", 1 

" CFS 0 chỉ là lâu lâu khùng điên xíu thôi, tự nhiên nay nghe nói chuyện chồng con, tự nhiên ngỡ ra mình 0 tuổi rồi, già thật, lấy chồng được rồi, lại đang nghe bài chiều bên đồi sim của trường vũ như quỳnh lại càng thấy tình yêu ngày xưa nó đẹp biết bao, còn thời giờ, haizz, nhớ hồi xưa còn viết thư tay với người yêu, giờ thì cái gì cũng facebook, zalo, nhớ cái thời đó, thèm cá cảm giác được nhận thư viết tay, rồi ngồi viết lại, chắc thời nay không ai còn cổ hũ như tui nữa rầu, lâu lâu bị khùng, v from gái quảng nôm mà nhỏ giờ chưa bao giờ được bước tới quảng nôm , 1 

" Khảo sát Nếu có 1tr bạn sẽ làm gì Xem video clip này bạn sẽ thấy được sự khác biệt giữa giới trẻ và những người có gia đình D https www youtube com watch v PhZnqK jwg feature youtu be THM ", 0 

" CFS Xin chào, mình là một cô gái khoa Lý Hồi hè học quân sự, mình có để ý một bạn trai khoa Toán Bạn rất dễ thương, ít nói nhưng mà khi hỏi chuyện thì nhiệt tình trả lời Tiếc là khi trả lời xog rồi thì bạn lại im lặng Bạn cũng chẳng thèm hỏi tên mình, chẳng hỏi mình gì hết Thật sự lúc đó mình rất giận, nhưng rồi cũng cho qua Đôi lúc thấy bạn đi một mình có vẻ rất suy tư, mình cũng muốn bước theo bạn, nhưng mình không đủ can đảm, sợ bạn không hỏi gì thì mình chẳng bít làm sao Mỗi khi thấy bạn chơi nhạc trước sân, mình đều lắng nghe, mình không biết nhiều về nhạc nhưng thật sự rất muốn nghe Mình hỏi đứa bạn cùng phòng thì nó nói bạn cao nhưng mà ốm quá, nhìn giống con nít Nhưng riêng mình thì mình cảm nhận được bạn rất chuẩn mực, dễ thương, và mình thích đôi mắt sáng và đẹp, nhìn rất tình cảm Mình hỏi được sdt của bạn rồi nhưng giờ phải bắt đầu ra sao có rồi cũng như không pùn quá P s Hãy làm những điều mà trái tim mách bảo để sau này ko phải hối tiếc bạn nhé Cơ mà sao chẳng ai đăng tin tìm mình ta Hâm ", 1 

